% # columns="iteration, evaluation, void, void, void, xmean", seed=1, Wed Aug 25 11:36:52 2021, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 0.823507611172171 0.23712012760726897 0.5281720511668354 0.2009813994971848
2 16 0 0 0 0.9947179890307176 0.6231352072325766 0.5767343124176942 0.28569309117435226
3 24 0 0 0 0.9146553875157447 0.46338583539149913 0.5001884121415857 0.2287066152433723
4 32 0 0 0 1.0769745336818182 0.49386971982339645 0.44742294348426614 0.06829239553375763
5 40 0 0 0 1.0363108015405218 0.41431680341898736 0.5520113873827436 0.29650480741469176
6 48 0 0 0 0.9408816276299786 0.22834425516163961 0.5851357890406121 0.3730494378571626
7 56 0 0 0 1.0058221055785797 0.062068887484468566 0.40163543760748527 0.3614520816339197
8 64 0 0 0 0.8492944209840587 -0.05179650685527293 0.46375178104639075 0.34268517789944253
9 72 0 0 0 0.8877250570935826 -0.07153602884029384 0.521174855185637 0.2675551658517155
10 80 0 0 0 0.88051004496055 -0.17233849718208472 0.5176895376887494 0.3436598585636715
11 88 0 0 0 0.8406131044026083 -0.1893700993225582 0.5399040168611342 0.33605534625147965
12 96 0 0 0 0.8212963806339542 -0.2772255170586418 0.5728211313653071 0.3246694455405157
13 104 0 0 0 0.7975037239895255 -0.014560183873005894 0.5733375120736082 0.2796237836893806
14 112 0 0 0 0.821330664414683 -0.020062703935297722 0.5206488836981045 0.3540201044487996
15 120 0 0 0 0.883301918176566 0.08529209139096813 0.4934611488337367 0.3804808354023397
16 128 0 0 0 0.8899048429218227 0.1218390162425342 0.5815380575147745 0.32669023406898123
17 136 0 0 0 0.9377507530267518 0.10267000722025589 0.5507010525430992 0.3387395717780553
18 144 0 0 0 0.9680126312413331 0.19980807898556988 0.5652925587805502 0.34616054768246873
19 152 0 0 0 0.8879989763329333 0.252440920348194 0.5734955631787435 0.35102301408434516
20 160 0 0 0 0.9090408283710639 0.32096292734876913 0.5524738940771983 0.42469770933534223
21 168 0 0 0 0.9202092146195497 0.3048863778734309 0.5356515180160439 0.3958109705576637
22 176 0 0 0 0.906603240718655 0.3270083593550772 0.5091077579387991 0.424160088473675
23 184 0 0 0 0.8724645543603896 0.3237257311847782 0.5110970288754232 0.39823254001340636
24 192 0 0 0 0.9039570450956753 0.37385114576997963 0.508615401868686 0.4191736466624259
25 200 0 0 0 0.8998664983304753 0.4222472994609127 0.5335713270077006 0.3995300259671352
26 208 0 0 0 0.8980168127044592 0.5229879829060272 0.5429633547027978 0.4045888415429447
27 216 0 0 0 0.8850890742951354 0.6290043346844425 0.5517247385278767 0.3923538524589479
28 224 0 0 0 0.8899530708899724 0.6012634920986691 0.5381740455976601 0.39982902964417083
29 232 0 0 0 0.8899201223791896 0.6519711411272475 0.515136497010033 0.40234850041304737
30 240 0 0 0 0.8784746732348159 0.7045965191064965 0.4995032626428097 0.4278168074081631
31 248 0 0 0 0.8757167642250228 0.6442283206766911 0.4955044231651706 0.42356563898228333
32 256 0 0 0 0.8769619156224225 0.6743785194025198 0.5069723147319075 0.40832729542121093
33 264 0 0 0 0.8848408491900053 0.6852459651435381 0.5032240263939265 0.43430107883929536
34 272 0 0 0 0.8879794433458091 0.6701788924574537 0.49973056458663956 0.43481717267669495
35 280 0 0 0 0.8841072818296828 0.6798352597687282 0.5009225822983451 0.43746788376374474
36 288 0 0 0 0.8788197521397668 0.6622112753925156 0.5068254605228567 0.43754469913408695
37 296 0 0 0 0.8757273357730464 0.6683288570450696 0.49910515620060497 0.4379573854697089
38 304 0 0 0 0.877435218171986 0.6615324179433433 0.5059112476199165 0.4333093625193612
39 312 0 0 0 0.8781548489227402 0.658169986219452 0.49992800974650564 0.441139296640468
40 320 0 0 0 0.8776852909517824 0.6557270928601879 0.506294990638545 0.4372321324799073
