% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1, Wed Aug 25 11:36:52 2021, <python>{}</python>
1 8 0.32565620063234807 1.0000375007031337 6.384026168524749e-05 6.3840261685247485e-05 7.533808239894627e-05 8.351354009886159e-05   
2 16 0.3289076053343134 1.323221861227092 6.138342712886302e-05 6.1383427128863018e-05 7.556042562199535e-05 7.959993874779366e-05   
3 24 0.26825194562911703 1.353628137130636 6.138342712886302e-05 6.3809213976122802e-05 6.743747237575434e-05 7.980020198058123e-05   
4 32 0.2540661515356757 1.3712879405811844 6.138342712886302e-05 6.6247771551472415e-05 7.427095760272095e-05 8.164921003266481e-05   
5 40 0.22697781059427674 1.5376308217557815 6.084795072069688e-05 6.0847950720696879e-05 6.848327098772904e-05 7.064519856897912e-05   
6 48 0.22389708461384056 1.520580428649069 5.968496507234079e-05 5.9684965072340787e-05 6.372227923223889e-05 8.165586932723133e-05   
7 56 0.23701259977984668 1.9883745031524473 5.968496507234079e-05 6.4046600650881466e-05 7.150778493897195e-05 7.907820359214597e-05   
8 64 0.2340822358939875 2.215112121390413 5.968496507234079e-05 6.2205080505414907e-05 6.798243292902332e-05 7.65927374900547e-05   
9 72 0.21011658025936955 2.8307462834510946 5.968496507234079e-05 6.1178015830696836e-05 6.327116615480264e-05 7.069475868905369e-05   
10 80 0.18879911537894387 2.7307704824337833 5.968496507234079e-05 6.1258110112125488e-05 6.428717406106732e-05 7.404636805046633e-05   
11 88 0.15882583488952334 2.947934447541681 5.968496507234079e-05 6.1229945484003474e-05 6.329103294982748e-05 7.671985764674046e-05   
12 96 0.14561836596140698 3.0182942479223986 5.968496507234079e-05 6.0967553619723186e-05 6.422644027507239e-05 8.39126763237133e-05   
13 104 0.15995069056811997 3.303774451548991 5.968496507234079e-05 6.0286426647390484e-05 6.365724834652418e-05 7.757162505397095e-05   
14 112 0.14667051218011182 3.437341869635392 5.968496507234079e-05 6.1394421966334692e-05 6.31998247995943e-05 7.032640927125751e-05   
15 120 0.14753249649365785 3.509777660781195 5.968496507234079e-05 6.0568992341142520e-05 6.287249139652693e-05 6.712272608333156e-05   
16 128 0.14681836967779266 3.667722303457819 5.968496507234079e-05 6.0419444684352958e-05 6.288987443569616e-05 6.860190465947673e-05   
17 136 0.14159729664825133 3.44974827242426 5.9415028633440616e-05 5.9415028633440616e-05 6.251667041439922e-05 6.544874263357265e-05   
18 144 0.1379936734205255 3.785314830729861 5.9415028633440616e-05 6.1577737335374557e-05 6.222840381224417e-05 6.607100321442386e-05   
19 152 0.13663300531215378 3.9928499302592035 5.9415028633440616e-05 5.9619735736776962e-05 6.125487807631257e-05 6.503518113375965e-05   
20 160 0.15299185653701883 3.80433042669426 5.8492224128777436e-05 5.8492224128777436e-05 6.069657805466138e-05 6.306194456236983e-05   
21 168 0.12916117041891176 3.810952871955051 5.8492224128777436e-05 6.0679973366553814e-05 6.502120737814858e-05 6.898824689427117e-05   
22 176 0.1178730459985427 4.267036769814937 5.815971056423116e-05 5.8159710564231163e-05 6.059800552996595e-05 6.400904257231207e-05   
23 184 0.10962640956940517 4.114884192257384 5.7848043476420156e-05 5.7848043476420156e-05 6.124760397384322e-05 7.159398974547807e-05   
24 192 0.09253263025295162 4.1017718759575805 5.75774259149633e-05 5.7577425914963299e-05 5.972127869561367e-05 6.0759194669092876e-05   
25 200 0.08557241808687387 4.113134955320421 5.6862004488003473e-05 5.6862004488003473e-05 5.935095426971154e-05 6.151870004787068e-05   
26 208 0.0947122119665017 3.8790966751638902 5.4917189674645595e-05 5.4917189674645595e-05 5.7515780286464084e-05 5.833493702188039e-05   
27 216 0.11309835758029396 4.605188767951241 5.4326704472572014e-05 5.4326704472572014e-05 5.613040404673698e-05 6.031733909424568e-05   
28 224 0.10065240488549987 5.051137749701564 5.4257709625717934e-05 5.4257709625717934e-05 5.738968670143945e-05 6.258426900200488e-05   
29 232 0.09877640593542343 5.696574914317791 5.2865163830020435e-05 5.2865163830020435e-05 5.7536037914021165e-05 6.0543502163569224e-05   
30 240 0.10177069809867934 6.19136196100799 5.2865163830020435e-05 5.4883486492826854e-05 5.5845420027018054e-05 5.879000284555471e-05   
31 248 0.08682448197751155 5.827051626681488 5.2865163830020435e-05 5.4063312504612927e-05 5.598134019328921e-05 6.0023652143245524e-05   
32 256 0.07320825203987145 5.860103986080307 5.2865163830020435e-05 5.3467657777669323e-05 5.558813830717764e-05 5.821527035784193e-05   
33 264 0.07559789904580325 5.685129741919188 5.268834866331378e-05 5.2688348663313777e-05 5.463250200687941e-05 5.562079272648194e-05   
34 272 0.06577425945234569 4.917471354464082 5.263412319141841e-05 5.2634123191418409e-05 5.4960764732092486e-05 5.744974551156372e-05   
35 280 0.05483990536030264 5.200542039242397 5.236755738694627e-05 5.2367557386946272e-05 5.4874330086153835e-05 5.6755631928590965e-05   
36 288 0.04986075365225035 5.113284771714608 5.1709976269591037e-05 5.1709976269591037e-05 5.3166718988765225e-05 5.394699549860632e-05   
37 296 0.04261254085297098 5.2158145344738465 5.1709976269591037e-05 5.2267591533305784e-05 5.3478551254637565e-05 5.515860755014033e-05   
38 304 0.03470647663778766 5.303155217274719 5.1709976269591037e-05 5.2120395742846597e-05 5.2796884593964296e-05 5.4033605312264494e-05   
39 312 0.031024043649965753 5.39914135610734 5.1709976269591037e-05 5.1722973853077421e-05 5.2284314554759616e-05 5.364024625920431e-05   
40 320 0.026348211297449187 5.37649662729626 5.1709976269591037e-05 5.1767774946484893e-05 5.2098267615187594e-05 5.2814884952347065e-05   
