% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1, Wed Aug 25 11:12:38 2021, <python>{}</python>
1 9 0.2715005651900943 0 0 0.268973721313008 0.26987749238526576 0.27187175892088966 0.26078883351112764 0.2576724176343356 0.27532761344620393 0.2687998677116049
2 18 0.2606784338879491 0 0 0.2611130090684314 0.2594093242771045 0.25590155822051774 0.2506455616415631 0.2411752527502583 0.26315194571053074 0.24708643753503404
3 27 0.22750322798467412 0 0 0.22531073280238145 0.22585726131816727 0.2242423438719196 0.21052822361891124 0.20063641459990852 0.2198514125126771 0.20968456354920142
4 36 0.21279009159204637 0 0 0.2040573605036911 0.21381969771420087 0.21016654942815063 0.17732574115764219 0.1923965631812738 0.20395348703351543 0.19967965640861407
5 45 0.20407314941776367 0 0 0.1971859538435832 0.21025650613495742 0.1988560784439793 0.17032924369293106 0.1810344677419402 0.1877920686904834 0.1901587724886592
6 54 0.1898042657785859 0 0 0.17847478994990662 0.1937303234711716 0.1786569748741238 0.15721306779443034 0.16592410630603974 0.17391827617029815 0.17418255744498023
7 63 0.18484344654094742 0 0 0.1739024143587264 0.19390622111484915 0.16307589054775795 0.15070342166467499 0.16383772196384394 0.16915840043619587 0.1722341975424947
8 72 0.18571993800031053 0 0 0.17335837419436376 0.20332694223450512 0.15210199916230543 0.15263421670274105 0.16497528691274693 0.17583320033141506 0.17148948137645248
9 81 0.18135144517446164 0 0 0.16824130716006733 0.2041782331098072 0.14536741045221038 0.1447835053925846 0.16533170986007417 0.1747088173275208 0.15096270592917063
10 90 0.1666477351299506 0 0 0.15563731366476596 0.18707721658687188 0.13041374456132798 0.12886202553390128 0.1514412718342539 0.15936541369162177 0.13212524803159287
11 99 0.15201016833836511 0 0 0.14472289482565598 0.17266638949640514 0.10937514491886073 0.11465213275281629 0.13429823172819802 0.1473117555641753 0.12078672623175686
12 108 0.13647825331735272 0 0 0.12583072673482198 0.15736305070287224 0.09217916625917483 0.10273622484455425 0.11890710152630557 0.12903091560661595 0.11108885535656231
13 117 0.13450031337409143 0 0 0.12374448272047556 0.15254887375352308 0.09040869737165476 0.0989907623497635 0.118578980263913 0.13136434181038764 0.1098385660586963
14 126 0.11159556345121287 0 0 0.10149687193873999 0.12459583315124459 0.07386050022733331 0.07944030104180173 0.09686727159403528 0.10373876598591997 0.08895292084242899
15 135 0.1153119909450678 0 0 0.10622693421520274 0.12597849781833062 0.07690083307810011 0.08272966698158767 0.09918610898954137 0.1115913342102144 0.0896131085146653
